"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Lonnie Ritter","R","FB",95.018,-8.352,6.465,2092.017,5.3635
"Jim Bowers","L","FB",91.139,5.083,12.965,2496.058,6.6433
"Charlie Donovan","R","FB",89.994,-9.218,9.58,2079.539,5.9425
"Roger Dorn","L","FB",88.209,10.072,9.202,2333.049,6.3126
"Ben Williams","L","FB",95.104,-6.346,10.573,2151.736,6.1589
"Gus Sinski","L","FB",87.999,6.572,9.648,2031.842,5.5916
"Ben Williams","L","FB",90.501,8.724,11.382,2139.762,6.0342
"Ben Williams","L","BRK",80.291,-6.933,-1.572,2423.889,5.1497
"Terrence Mann","R","BRK",78.992,9.411,0.864,1833.687,5.7314
"Jim Bowers","L","FB",91.088,-1.678,11.011,2269.568,7.3212
"Ben Williams","L","FB",92.594,6.061,9.55,2135.037,6.0237
"Ben Williams","L","BRK",82.854,2.406,-1.747,2394.167,5.2657
"Mickey Scales","R","FB",92.244,3.644,12.598,2331.538,6.472
"Lou Collins","L","BRK",79.071,9.838,-8.093,2770.143,5.4041
"Rudy Bonilla","R","FB",89.298,7.959,10.37,2111.74,5.8143
"Mickey Scales","R","FB",91.725,-4.242,12.041,2171.784,6.7041
"Lonnie Ritter","R","BRK",83.344,-0.141,0.638,2277.431,5.5048
"Lou Brown","L","FB",90.159,-9.188,5.758,1916.649,5.9726
"Roger Bomman","R","CH",85.081,-13.814,6.004,2387.712,6.5028
"Rigo Sanchez","L","FB",89.886,-0.599,14.045,2147.821,6.0296
"Gus Sinski","L","BRK",79.609,0.513,1.105,2499.947,5.1949
"Davis Birch","R","FB",86.137,5.083,5.414,2872.388,5.8357
"Lonnie Ritter","R","FB",92.387,8.999,4.288,1964.757,5.6019
"Jim Bowers","L","FB",94.263,-1.562,11.505,2442.065,7.0042
"Hank Murphy","R","FB",94.917,-3.588,7.247,2547.855,6.9843
"Gus Sinski","L","FB",82.747,10.434,4.839,2126.606,5.8879
"Lou Collins","L","CH",76.308,9.407,1.098,2188.643,5.6976
"Gus Sinski","L","FB",86.498,5.939,5.787,2057.328,6.1084
"Roger Bomman","R","BRK",75.552,-13.097,-5.728,2238.884,5.7764
"Charlie Donovan","R","FB",90.802,-3.846,8.156,2002.111,5.9369
"Roger Bomman","R","FB",92.904,6.451,9.106,2452.693,6.8057
"Terrence Mann","R","FB",89.424,5.237,6.19,2054.263,6.7103
"Jake Taylor","R","FB",94.342,9.287,7.75,2118.723,7.0144
"Billy Chapel","L","FB",89.847,7.505,7.475,2249.307,5.5269
"Jack Bradfield","R","BRK",85.629,1.33,1.127,2011.87,5.7338
"Lonnie Ritter","R","BRK",85.551,-1.942,-1.687,2386.37,5.4151
"Mel Clark","R","FB",95.327,12.928,8.776,2553.199,6.2355
"Mel Clark","R","FB",91.889,-6.559,11.914,2519.768,6.2192
"Roger Dorn","L","FB",88.906,8.904,10.652,2262.659,6.2529
"Terrence Mann","R","BRK",76.827,9.651,1.184,1903.587,5.9692
"Bo Gentry","L","FB",92.589,-7.483,8.14,1797.514,5.7567
"Billy Chapel","L","BRK",76.957,-0.454,-0.436,2625.436,5.1289
"Larry Fisher","R","FB",86.827,6.372,5.181,1697.332,7.121
"Bo Gentry","L","FB",88.535,-6.071,4.041,1774.681,5.7914
"Roger Bomman","R","FB",92.766,6.026,6.154,2300.06,6.297
"Roger Bomman","R","FB",93.224,-7.878,9.473,2401.457,6.2705
"Lonnie Ritter","R","CH",88.602,7.845,5.359,1593.78,6.7141
"Ken Strout","R","FB",94.508,-2.362,11.447,2622.929,6.5505
"Lou Collins","L","BRK",76.001,7.31,-7.704,2767.576,5.2958
"Billy Chapel","L","FB",89.29,-3.434,11.356,2216.558,5.3712
"Hank Murphy","R","BRK",86.359,-0.906,3.3,2853.951,6.0355
"Jack Bradfield","R","FB",97.977,16.067,4.809,2110.723,6.0276
"Mel Clark","R","FB",93.791,9.001,11.574,2592.628,5.9051
"Ken Strout","R","FB",92.214,21.303,1.121,2497.149,6.3219
"Billy Chapel","L","FB",89.779,8.359,6.797,2115.042,5.3297
"Charlie Donovan","R","FB",91.534,-4.435,4.035,1959.444,5.9832
"Lou Brown","L","FB",87.916,-10.174,7.029,2064.896,5.7653
"Ben Williams","L","CH",83.755,6.53,5.478,1757.633,5.6754
"Billy Chapel","L","BRK",78.121,-2.476,0.07,2589.539,5.433
"Jake Taylor","R","FB",88.302,7.07,8.892,2155.455,6.9691
"Ken Strout","R","BRK",78.89,-9.742,-1.197,2718.105,5.1059
"Lou Collins","L","FB",90.892,-4.728,11.346,2146.312,6.0284
"Lonnie Ritter","R","FB",93.033,-8.169,6.114,2197.738,5.4446
"Mel Clark","R","BRK",81.871,-0.576,1.914,2285.909,5.6756
"Mickey Scales","R","FB",91.918,-2.113,10.377,2226.649,5.7127
"Pedro Cerrano","R","BRK",78.056,0.588,-0.446,2305.156,5.9859
"Jake Taylor","R","BRK",85.352,-1.023,3.519,2243.761,6.6755
"Lonnie Ritter","R","FB",94.489,-9.586,8.55,2210.952,5.899
"Ben Williams","L","FB",93.624,4.857,8.485,2195.377,5.8644
"Terrence Mann","R","FB",92.645,-3.633,11.807,2346.985,6.8828
"Pedro Cerrano","R","BRK",76.834,4.102,-2.484,2368.05,5.4537
"Charlie Donovan","R","BRK",80.429,-3.951,-1.706,2337.175,5.5592
"Larry Fisher","R","CH",82.338,1.726,5.831,1357.103,6.1192
"Billy Chapel","L","CH",82.675,10.455,4.348,1730.004,5.8174
"Ben Williams","L","BRK",83.662,-2.642,4.625,2395.521,5.7833
"Larry Fisher","R","FB",92.238,0.716,7.132,2010.344,6.9478
"Charlie Donovan","R","BRK",80.291,-2.195,-2.281,2268.636,5.1133
"Billy Heywood","L","CH",82.611,1.658,6.256,1152.889,5.8335
"Davis Birch","R","FB",88.57,3.945,6.418,2900.84,5.8011
"Lou Collins","L","BRK",73.502,-9.532,-7.364,2664.167,5.3739
"Davis Birch","R","FB",87.63,4.971,4.344,2835.873,5.8952
"Charlie Donovan","R","FB",90.783,-7.598,6.076,2049.379,5.9575
"Mel Clark","R","BRK",82.763,0.541,0.944,2231.799,5.9085
"Terrence Mann","R","FB",91.092,-10.454,5.773,2164.709,6.7917
"Davis Birch","R","FB",85.498,-3.825,7.206,2624.867,5.8194
"Ken Strout","R","BRK",78.518,4.464,-1.388,2660.682,5.7111
"Ben Williams","L","FB",96.147,10.871,5.681,2065.99,6.4508
"Roger Dorn","L","FB",89.993,10.132,9.343,2292.71,6.4258
"Billy Chapel","L","FB",85.672,-8.638,7.639,2207.53,5.0418
"Ken Strout","R","BRK",75.731,-6.716,-4.832,2410.763,5.6768
"Davis Birch","R","FB",85.007,0.681,11.006,2470.868,5.7253
"Hank Murphy","R","CH",83.523,10.457,2.324,1776.402,5.9931
"Hank Murphy","R","BRK",86.305,3.073,0.962,2841.069,5.7718
"Ken Strout","R","FB",90.415,2.674,9.882,2541.122,6.3711
"Mickey Scales","R","FB",92.662,0.645,13.051,2289.189,6.2106
"Lou Brown","L","FB",87.846,11.065,6.41,2217.442,5.8099
"Lou Collins","L","CH",75.014,10.734,-0.589,2265.573,5.4172
"Jack Bradfield","R","BRK",85.015,-0.785,1.979,2044.127,5.596
"Mel Clark","R","CH",84.746,3.675,6.406,1565.194,6.7049
"Charlie Donovan","R","FB",90.799,-6.118,8.534,1975.482,6.0227
"Ken Strout","R","FB",88.647,-5.741,9.213,2170.846,6.3673
"Terrence Mann","R","FB",90.259,-6.104,7.451,2199.839,6.8744
"Mel Clark","R","FB",94.214,-8.602,9.965,2407.979,6.3949
"Rudy Bonilla","R","BRK",80.3,2.87,1.731,1730.577,5.9408
"Rigo Sanchez","L","FB",88.071,0.946,14.054,2222.895,6.1913
"Ben Williams","L","CH",81.554,6.124,4.183,1675.719,6.0233
"Roger Dorn","L","FB",88.35,-8.851,8.156,2374.292,6.5649
"Lonnie Ritter","R","BRK",85.353,-2.036,-3.373,2448.018,5.1906
"Billy Chapel","L","FB",87.189,7.424,6.383,2083.95,5.2074
"Jake Taylor","R","BRK",87.56,0.611,8.292,2326.339,6.7472
"Roger Dorn","L","CH",78.419,-10.272,9.206,2069.101,6.3865
"Charlie Donovan","R","CH",85.808,6.707,3.956,1757.805,6.3257
"Hank Murphy","R","BRK",84.122,3.488,-1.286,2315.497,6.6037
"Charlie Donovan","R","FB",91.392,-7.406,2.935,2213.504,6.1497
"Lou Collins","L","FB",89.704,6.501,9.764,2177.36,5.9755
"Mickey Scales","R","FB",95.455,5.88,11.215,2435.333,6.0295
"Lonnie Ritter","R","FB",89.931,9.059,3.018,1924.657,5.8013
"Jim Bowers","L","FB",95.017,-3.85,12.533,2446.383,6.9355
"Roger Dorn","L","CH",82.005,8.348,6.243,2292.378,6.0757
"Rudy Bonilla","R","CH",81.778,8.151,4.794,1655.176,6.3566
"Billy Chapel","L","FB",86.074,5.096,7.477,2128.983,5.6213
"Jack Bradfield","R","FB",95.724,-11.828,8.879,2148.17,6.123
"Lonnie Ritter","R","FB",90.921,10.46,7.764,2109.205,5.7043
"Charlie Donovan","R","FB",89.093,5.186,7.286,2032.903,5.8557
"Ben Williams","L","FB",93.972,-1.817,10.684,2234.087,6.1014
"Jim Bowers","L","FB",94.949,-3.095,11.622,2617.928,7.2772
"Mel Clark","R","CH",87.242,9.64,5.355,1701.336,6.5663
"Terrence Mann","R","CH",81.511,3.183,7.749,1571.073,7.0224
"Jack Bradfield","R","FB",94.885,-11.816,7.588,2128.543,5.9908
"Jimmy Dougan","R","FB",89.072,-8.613,7.862,1904.373,5.5916
"Lonnie Ritter","R","BRK",82.761,-0.721,-2.067,2182.418,5.2474
"Mel Clark","R","BRK",84.176,3.089,7.299,2142.2,5.9983
"Mickey Scales","R","FB",94.356,-6.15,11.512,2343.995,5.9969
"Davis Birch","R","FB",84.457,-0.718,10.207,2519.672,5.6449
"Lou Collins","L","CH",74.949,6.24,-1.482,2446.402,5.8952
"Jake Taylor","R","FB",90.85,5.775,8.388,2193.189,7.12
"Mickey Scales","R","BRK",79.935,2.525,-0.482,2400.967,5.9009
"Lou Brown","L","FB",89.814,10.119,8.641,2128.455,6.0617
"Charlie Donovan","R","CH",86.414,8.49,6.15,1705.783,6.17
"Lou Brown","L","FB",89.769,8.734,6.241,2175.008,6.0505
"Mickey Scales","R","FB",93.337,-2.061,13.097,2382.063,6.4826
"Lonnie Ritter","R","BRK",85.888,0.481,-0.24,2315.956,5.4492
"Jimmy Dougan","R","FB",89.077,-7.29,8.247,1984.54,5.6677
"Terrence Mann","R","FB",89.946,6.394,4.623,1931.32,6.6069
"Billy Chapel","L","FB",88.496,21.026,19.154,2204.916,5.2148
"Jack Bradfield","R","BRK",88.726,5.999,1.988,2096.669,5.7545
"Mickey Scales","R","FB",92.236,2.844,13.16,2222.35,6.5067
"Lou Collins","L","FB",90.574,-1.522,15.114,2158.858,5.8482
"Roger Dorn","L","BRK",80.119,-5.274,-4.34,2760.679,5.9353
"Ken Strout","R","FB",93.102,5.462,8.812,2448.69,6.3412
"Billy Chapel","L","FB",85.72,-6.303,8.585,2179.815,5.0913
"Roger Dorn","L","FB",89.691,8.526,9.167,2391.525,6.2549
"Lou Brown","L","FB",89.856,-11.254,7.48,2155.17,6.1614
"Roger Bomman","R","FB",92.857,9.057,5.326,2243.992,6.3204
"Ben Williams","L","FB",94.327,11.533,8.215,2124.08,6.3424
"Ben Williams","L","CH",85.258,9.947,5.832,1877.836,5.8341
"Billy Chapel","L","BRK",72.426,3.216,-2.51,2479.893,5.4679
"Billy Chapel","L","BRK",79.294,4.188,-1.504,2483.005,5.0045
"Roger Bomman","R","CH",84.019,9.841,6.054,2317.868,6.5666
"Jake Taylor","R","BRK",80.868,-2.22,0.882,2466.811,6.436
"Roger Bomman","R","FB",96.292,4.406,8.879,2674.405,6.6109
"Gus Sinski","L","FB",87.562,-7.685,4.706,1820.629,6.0011
"Terrence Mann","R","FB",94.204,4.373,8.965,2022.209,6.5445
"Terrence Mann","R","FB",91.233,8.021,6.163,2338.318,7.0169
"Jimmy Pena","R","FB",91.075,-4.559,10.638,2397.209,6.3189
"Hank Murphy","R","FB",93.157,5.268,8.787,2507.336,6.8556
"Billy Chapel","L","FB",89.534,4.368,8.74,2061.648,5.2584
"Gus Sinski","L","BRK",76.934,-6.831,-2.506,2672.32,5.6693
"Larry Fisher","R","FB",90.524,-2.188,10.177,2234.812,6.4531
"Ben Williams","L","FB",94.547,-5.226,9.161,2196.992,5.9009
"Pedro Cerrano","R","FB",88.471,-6.906,10.52,2315.738,5.9072
"Roger Dorn","L","BRK",77.689,6.389,-7.095,2883.581,5.8179
"Larry Fisher","R","FB",90.699,-1.596,6.458,1992.508,7.0944
"Jim Bowers","L","BRK",75.846,2.087,-7.728,2490.737,6.9565
"Larry Fisher","R","FB",88.886,2.729,7.528,2073.355,6.6259
"Mickey Scales","R","BRK",82.604,3.914,4.744,2577.584,6.1731
"Terrence Mann","R","FB",90.364,5.397,9.28,2092.829,6.8205
"Hank Murphy","R","FB",96.389,-1.91,6.977,2426.965,7.2062
"Charlie Donovan","R","FB",93.685,-6.903,8.603,2252.031,6.2563
"Roger Bomman","R","CH",84.423,-9.172,5.368,2399.916,6.6747
"Lonnie Ritter","R","FB",91.582,7.671,5.069,2120.864,5.4991
"Lou Brown","L","FB",88.836,8.403,6.049,2012.266,5.8979
"Jake Taylor","R","BRK",86.076,-0.918,2.256,2389.86,6.9374
"Hank Murphy","R","BRK",89.02,-2.777,3.952,2841.117,5.8813
"Jimmy Pena","R","BRK",80.573,0.236,2.649,2045.08,5.416
"Roger Bomman","R","FB",91.939,7.919,6.968,2422.738,6.4619
"Jack Bradfield","R","CH",85.074,4.787,0.793,1915.147,5.4205
"Ken Strout","R","FB",91.425,2.346,10.174,2464.343,6.4885
"Ken Strout","R","FB",90.641,-3.497,9.608,2555.002,5.8767
"Roger Dorn","L","FB",90.404,-9.544,8.349,2341.798,6.6163
"Jack Bradfield","R","CH",88.096,2.137,7.007,1806.175,6.027
"Roger Dorn","L","CH",79.305,10.808,10.63,2120.698,5.9486
"Lou Collins","L","BRK",77.471,-9.5,-5.421,2817.275,5.2853
"Jim Bowers","L","BRK",75.665,-6.348,-6.066,2409.098,6.6761
"Jack Bradfield","R","FB",96.915,-5.906,6.957,2111.222,6.2042
"Mickey Scales","R","FB",92.459,-6.801,12.652,2176.093,6.4253
"Billy Heywood","L","FB",87.442,-4.148,11.307,2144.507,6.0119
"Terrence Mann","R","FB",89.467,4.693,5.576,2042.043,6.7962
"Billy Chapel","L","BRK",77.101,-1.36,-0.491,2665.666,5.1453
"Larry Fisher","R","FB",91.388,-0.117,9.471,2132.539,7.0476
"Larry Fisher","R","FB",92.445,3.25,10.955,2151.937,6.6333
"Rudy Bonilla","R","FB",89.274,6.15,11.622,2171.782,6.2396
"Bo Gentry","L","FB",89.852,-9.596,3.501,1947.314,5.5351
"Billy Heywood","L","FB",88.135,-4.111,12.723,2189.697,6.3581
"Larry Fisher","R","FB",92.543,4.808,11.821,2115.592,6.4284
"Ben Williams","L","CH",85.4,5.734,5.851,1626.41,5.9524
"Ben Williams","L","FB",94.075,6.962,8.375,2176.888,6.0467
"Gus Sinski","L","BRK",80.434,3.502,-1.829,2372.311,6.0229
"Jack Bradfield","R","FB",99.134,9.141,9.545,2269.722,5.9958
"Lou Brown","L","FB",87.197,-11.906,8.379,2083.693,5.731
"Charlie Donovan","R","CH",86.661,8.671,3.61,1817.647,5.8957
"Roger Dorn","L","CH",78.968,-9.093,5.647,2044.973,6.3457
"Charlie Donovan","R","FB",89.485,-9.166,3.061,1973.342,6.1488
"Davis Birch","R","BRK",77.484,5.815,-12.001,3178.544,5.6366
"Hank Murphy","R","FB",95.697,2.952,5.476,2538.838,6.7757
"Lou Brown","L","FB",89.045,11.212,4.977,2150.872,5.8296
"Ken Strout","R","FB",88.335,-1.582,9.365,2469.085,6.1722
"Jim Bowers","L","BRK",74.487,1.961,-10.299,2495.925,6.9689
"Terrence Mann","R","FB",88.086,-3.295,8.195,1829.691,7.1827
"Roger Bomman","R","BRK",76.018,4.618,-3.989,2108.841,5.3477
"Gus Sinski","L","FB",87.802,-10.938,5.523,2070.288,5.7466
"Terrence Mann","R","BRK",79.898,-5.444,2.667,1768.397,6.2097
"Ben Williams","L","BRK",82.331,-4.305,-2.883,2439.367,5.1228
"Jack Bradfield","R","FB",95.986,8.234,11.116,2229.845,6.0214
"Mickey Scales","R","FB",92.029,-7.528,10.999,2292.062,5.7211
"Lou Collins","L","CH",76.885,9.44,-0.018,2355.041,6.3425
"Lou Brown","L","FB",88.974,9.962,4.541,2027.756,6.2409
"Hank Murphy","R","BRK",88.915,-0.591,0.588,2736.578,6.1055
"Roger Dorn","L","BRK",76.714,4.962,-3.776,2913.299,4.9064
"Charlie Donovan","R","BRK",79.63,1.471,-2.852,2369.482,5.8428
"Bo Gentry","L","CH",78.959,2.25,4.157,1301.042,6.0068
"Roger Bomman","R","FB",91.722,8.199,4.969,2302.847,6.5043
"Ken Strout","R","BRK",82.795,7.928,-0.837,2857.119,5.5305
"Jim Bowers","L","FB",95.183,-4.054,11.716,2215.754,7.0074
"Hank Murphy","R","BRK",86.119,5.946,-0.23,2798.727,5.7823
"Lou Brown","L","CH",87.103,9.475,6.276,1859.79,5.9696
"George Knox","L","FB",93.547,4.292,7.95,2555.954,6.6004
"Ben Williams","L","BRK",80.117,5.492,-1.431,2434.019,5.3482
"Lou Collins","L","FB",88.332,4.54,11.954,2082.923,5.722
"Hank Murphy","R","FB",95.181,0.37,4.858,2532.073,6.9271
"Lou Brown","L","FB",90.087,-8.82,7.51,2042.249,5.8747
"Jim Bowers","L","FB",93.036,2.224,13.066,2474.709,7.0321
"Lonnie Ritter","R","FB",92.709,8.36,4.994,2049.013,5.4059
"Larry Fisher","R","FB",91.598,3.964,10.855,2156.648,6.7172
"Rigo Sanchez","L","FB",89.086,-1.817,13.153,2151.187,6.0629
"Lonnie Ritter","R","FB",92.801,9.83,3.381,2070.002,5.3154
"Billy Chapel","L","FB",86.653,-8.452,8.723,1975.875,6.0391
"Roger Bomman","R","FB",91.617,8.823,6.144,2196.296,6.6024
"Hank Murphy","R","FB",95.234,1.164,6.253,2530.942,6.8516
"Charlie Donovan","R","BRK",81.083,2.216,-2.902,2377.586,5.4435
"Mickey Scales","R","FB",91.564,-6.061,14.885,2271.165,6.841
"Rudy Bonilla","R","FB",90.67,4.048,7.697,1992.046,6.6688
"Mickey Hart","R","FB",89.421,-1.062,11.227,2197.605,6.8152
"Roger Bomman","R","BRK",78.536,-5.264,-2.735,2027.087,5.5461
"Ben Williams","L","BRK",80.106,4.829,-3.036,2142.88,5.4947
"Jack Bradfield","R","BRK",84.789,2.699,-0.211,1986.209,5.8927
"Lonnie Ritter","R","BRK",89.73,-0.21,8.221,2346.124,5.7478
"Ken Strout","R","FB",92.098,4.734,10.498,2477.22,6.0968
"Roger Bomman","R","BRK",77.688,1.463,-10.329,2439.373,5.3359
"Roger Dorn","L","FB",89.006,9.94,12.165,2254.16,6.1447
"Mickey Scales","R","FB",92.711,2.017,10.847,2302.476,5.982
"Ken Strout","R","CH",83.726,4.2,8.11,1796.886,5.8087
"Billy Chapel","L","BRK",78.838,-2.851,-1.051,2638.752,5.1309
"Larry Fisher","R","BRK",81.396,2.538,3.169,2079.208,5.9079
"Billy Chapel","L","FB",87.023,5.547,7.439,2359.01,5.3334
"Davis Birch","R","FB",89.015,-7.312,5.463,2760.884,5.8832
"Jim Bowers","L","FB",95.37,0.818,13.919,2422.064,6.8574
"George Knox","L","FB",95.49,-5.167,10.088,2527.434,6.6352
"Lou Collins","L","BRK",79.03,5.928,-9.224,2774.501,5.7061
"Hank Murphy","R","BRK",85.99,2.043,1.28,2759.225,6.4567
"Jake Taylor","R","FB",92.285,-7,4.98,2188.175,6.8489
"Larry Fisher","R","FB",90.648,2.073,12.534,2417.192,6.2994
"Jimmy Pena","R","FB",89.927,-0.529,17.366,2461.169,6.1658
"Jimmy Dougan","R","FB",88.096,8.733,5.553,2088.533,6.1769
"George Knox","L","CH",89.817,8.229,3.552,2042.255,7.315
"Hank Murphy","R","BRK",89.367,1.207,-1.577,2903.61,6.1186
"Jake Taylor","R","FB",91.011,-6.745,8.385,2150.191,7.1819
"Mel Clark","R","FB",94.68,4.807,10.65,2581.852,6.0984
"Davis Birch","R","BRK",74.008,-5.052,-7.955,2834.002,5.3927
"Pedro Cerrano","R","FB",87.178,6.37,10.109,2123.219,5.8023
"Mel Clark","R","FB",95.135,-11.392,6.654,2620.126,6.5298
"Ben Williams","L","CH",81.815,6.768,5.615,1720.579,5.9991
"Lonnie Ritter","R","BRK",84.751,-0.768,-1.265,2414.966,5.5793
"Mel Clark","R","FB",94.845,6.101,10.13,2617.214,6.1128
"George Knox","L","BRK",78.916,6.073,-2.466,2379.373,6.756
"Jack Bradfield","R","FB",89.914,-6.716,9.59,2024.424,6.0667
"Ben Williams","L","BRK",80.741,6.678,-3.527,2458.936,5.0959
"Billy Chapel","L","FB",88.11,-7.308,9.627,2257.785,5.3867
"Billy Chapel","L","CH",85.482,10.284,5.599,1808.822,5.4944
"Ken Strout","R","FB",90.44,-3.207,8.34,2426.654,6.1773
"Ben Williams","L","FB",93.706,4.948,8.863,2186.816,6.2966
"Terrence Mann","R","FB",89.609,6.445,1.011,1956.556,7.3692
"Hank Murphy","R","BRK",86.598,-2.587,5.235,2731.765,5.7276
"Mel Clark","R","BRK",82.735,-2.285,1.122,2277.682,5.7091
"Larry Fisher","R","FB",90.44,3.011,8.632,2250.103,6.9887
"Roger Bomman","R","FB",95.021,-6.427,8.026,2490.638,6.3457
"Mickey Hart","R","FB",89.467,-3.97,15.47,2136.82,6.4131
"Ben Williams","L","CH",85.134,7.227,7.723,1597.616,6.1138
"Terrence Mann","R","BRK",76.951,5.737,-1.285,1694.547,6.0635
"Mickey Scales","R","BRK",82.945,2.167,3.622,2565.231,5.7204
"Mel Clark","R","BRK",78.638,-7.772,2.51,2085.373,5.7067
"Terrence Mann","R","FB",89.51,9.78,6.152,2172.19,6.5869
"Mel Clark","R","CH",87.173,-10.222,5.584,1666.269,6.6089
"Davis Birch","R","BRK",72.308,5.347,-9.814,2824.762,5.5771
"Mickey Scales","R","FB",93.539,5.915,12.232,2254.011,6.5997
"Davis Birch","R","FB",84.287,-1.979,5.73,2428.859,5.8517
"Pedro Cerrano","R","FB",88.951,-5.833,10.975,2332.044,6.0939
"Roger Dorn","L","CH",81.605,10.438,5.783,2192.174,6.1959
"Ed Dweeb","R","FB",93.811,10.517,5.349,2077.508,5.6367
"Roger Bomman","R","FB",91.522,-8.474,4.437,2234.606,6.3787
"Charlie Donovan","R","FB",89.65,-9.588,3.875,2122.463,6.1818
"Davis Birch","R","FB",87.943,5.238,6.076,2733.085,5.8291
"Lonnie Ritter","R","FB",90.929,7.351,4.648,1832.819,5.6872
"Jimmy Dougan","R","BRK",79.149,7.302,-2.641,2602.529,5.8613
"Ben Williams","L","FB",95.338,6.99,9.205,2169.088,6.159
"Roger Dorn","L","BRK",73.143,2.071,-3.451,2558.416,5.9718
"Hank Murphy","R","BRK",88.618,1.159,1.489,2727.092,6.178
"Gus Sinski","L","FB",88.763,5.565,5.251,2103.573,5.6372
"Ken Strout","R","CH",85.797,6.616,10.178,2045.789,5.8747
"Ken Strout","R","FB",91.475,4.996,11.589,2568.966,6.3737
"Rudy Bonilla","R","CH",78.865,4.007,4.434,1769.295,7.2106
"Lou Brown","L","CH",88.403,11.277,7.516,1771.687,6.1951
"Mel Clark","R","CH",84.333,-7.127,5.295,1601.179,6.8954
"Ken Strout","R","BRK",81.071,9.041,-2.323,2697.905,4.9721
"Mickey Scales","R","CH",84.041,6.696,9.113,1924.167,6.9078
"Lou Brown","L","FB",87.985,-9.697,7.607,1913.323,5.9637
"Davis Birch","R","FB",87.715,-5.893,3.198,2972.123,5.6986
"Jimmy Pena","R","FB",89.087,4.256,14.328,2341.91,6.1218
"Roger Bomman","R","FB",94.526,-10.099,6.418,2486.082,5.9027
"Lonnie Ritter","R","BRK",84.829,0.558,-2.477,2146.683,5.4555
"Hank Murphy","R","CH",85.933,6.264,2.694,1795.649,5.8678
"Billy Chapel","L","BRK",77.661,1.516,-2.216,2611.819,5.755
"Hank Murphy","R","FB",96.282,6.696,7.054,2393.206,6.4117
"Gus Sinski","L","FB",86.052,2.869,11.196,2076.566,5.4426
"George Knox","L","FB",95.863,5.406,6.692,2674.203,6.6204
"Pedro Cerrano","R","FB",88.191,5.663,11.825,2265.66,5.7482
"Bo Gentry","L","FB",91.613,-7.843,2.437,1840.551,6.0515
"Lou Collins","L","BRK",75.685,8.544,-6.468,2672.403,5.6821
"Lonnie Ritter","R","FB",93.755,-7.815,5.158,2102.234,5.626
"Rigo Sanchez","L","FB",88.136,2.137,13.692,2141.271,5.974
"Mel Clark","R","FB",94.24,-7.318,9.979,2541.875,6.3011
"Hank Murphy","R","BRK",85.519,2.065,3.295,2608.499,6.3848
"Rudy Bonilla","R","FB",88.736,7.054,11.072,2097.38,6.0838
"Lou Collins","L","BRK",79.176,9.158,-7.947,2981.801,5.5885
"Ben Williams","L","BRK",82.959,-4.02,-0.529,2501.915,5.0616
"Billy Heywood","L","FB",88.711,5.854,11.372,2211.766,6.2697
"Rudy Bonilla","R","FB",91.565,-8.203,4.687,2086.033,6.0584
"Roger Dorn","L","BRK",76.234,3.945,-5.027,2588.692,5.9943
"Mickey Scales","R","FB",93.548,3.895,15.066,2405.906,6.5916
"Roger Bomman","R","FB",94.321,8.392,7.026,2392.427,6.4214
"Pedro Cerrano","R","BRK",76.43,-3.26,-0.756,2257.836,5.6394
"Mickey Scales","R","FB",91.279,-4.465,11.008,2277.264,6.7561
"Ben Williams","L","FB",95.854,-7.978,7.048,2054.561,6.2658
"Billy Chapel","L","BRK",82.825,3.749,2.874,2846.86,5.2898
"Lonnie Ritter","R","FB",95.901,-7.597,6.434,2209.655,5.8624
"Billy Heywood","L","BRK",75.536,3.122,0.299,2291.005,5.5862
"Gus Sinski","L","FB",87.363,8.02,4.745,1912.418,5.8874
"Terrence Mann","R","FB",89.65,-3.213,5.681,2144.418,6.8326
"Roger Dorn","L","FB",93.274,9.519,8.032,2368.174,6.4248
"Billy Chapel","L","FB",89.731,22.489,17.189,2191.313,5.2606
"Billy Heywood","L","FB",86.539,-6.001,10.454,2179.554,5.9203
"Pedro Cerrano","R","BRK",77.952,1.867,-0.73,2075.861,5.9577
"Pedro Cerrano","R","FB",88.802,-6.847,8.394,2351.383,6.3405
"Davis Birch","R","FB",86.394,-5.908,3.922,2806.706,5.8844
"Lou Collins","L","FB",90.048,-4.329,10.109,2255.249,7.8713
"Charlie Donovan","R","FB",88.751,-6.459,5.193,2213.432,6.4568
"Rigo Sanchez","L","FB",89.244,0.581,14.243,2044.79,6.0111
"Billy Chapel","L","FB",78.756,10.635,10.342,2680.698,5.066
"Pete Klein","R","FB",90.966,-3.871,13.419,2282.849,6.2025
"Roger Bomman","R","CH",82.307,10.935,4.502,2364.887,6.5838
"Gus Sinski","L","FB",89.369,-9.009,8.158,2073.699,5.6592
"Lonnie Ritter","R","BRK",84.017,0.519,-0.981,2302.077,5.1359
"Roger Bomman","R","FB",93.099,-6.237,9.215,2537.745,6.5002
"Rigo Sanchez","L","FB",90.267,2.376,11.488,2188.002,5.8773
"Roger Dorn","L","CH",78.075,8.318,7.599,2083.476,5.6362
"Billy Chapel","L","FB",87.669,9.604,7.235,2210.411,5.2572
"Billy Chapel","L","BRK",74.989,-1.503,-0.261,2608.205,5.0697
"Ken Strout","R","FB",92.503,3.52,11.18,2535.461,5.9935
"Roger Dorn","L","CH",79.621,9.771,6.789,2248.548,5.9632
